,楼盘名,链接,地址,楼盘状态,楼盘类型,均价,居室类型,面积
1083,彰泰公园1号,http://gl.loupan.com/loupan/6183532.html,[],售完,住宅,价格待定,null,null
1084,漓江明珠,http://gl.loupan.com/loupan/6183527.html,[八里街区],售完,住宅,价格待定, 一居  ，  二居  ，  三居 ,null
1085,龙仕银座国际,http://gl.loupan.com/loupan/7075410.html,[临桂区],现房售完,住宅,价格待定, 二居  ，  三居 , 面积：87.41-131.93平米 
1086,七星新城,http://gl.loupan.com/loupan/6183530.html,[七星区],售完,住宅,价格待定,null,null
1087,兴汇城,http://gl.loupan.com/loupan/6183536.html,[],售完,住宅,价格待定,null,null
1088,嘉华府邸,http://gl.loupan.com/loupan/6183542.html,[],售完,住宅,价格待定,null,null
1089,浩天岭都,http://gl.loupan.com/loupan/6183523.html,[],售完,住宅,价格待定, 二居  ，  三居 ,null
1090,时代名城,http://gl.loupan.com/loupan/6183508.html,[],售完,住宅,价格待定, 一居  ，  二居  ，  三居 ,null
1091,梧桐墅,http://gl.loupan.com/loupan/6183462.html,[],售完,住宅,价格待定, 二居 ,null
1092,兴进·上誉,http://gl.loupan.com/loupan/7031427.html,[七星区],售完,住宅,价格待定,null,null
1093,桂林东盟城市广场,http://gl.loupan.com/loupan/6183550.html,[],售完,住宅,价格待定,null,null
1094,人民大厦,http://gl.loupan.com/loupan/6183548.html,[],售完,住宅,价格待定,null,null
1095,长岛16区,http://gl.loupan.com/loupan/6183482.html,[],售完,住宅,价格待定, 二居  ，  三居  ，  五居 ,null
1096,广昊古圩新城,http://gl.loupan.com/loupan/6183521.html,[],售完,住宅,价格待定,null,null
1097,鸿通世纪华庭,http://gl.loupan.com/loupan/6183529.html,[],售完,住宅,价格待定,null,null
1098,七彩锦绣前城,http://gl.loupan.com/loupan/6183519.html,[八里街区],售完,住宅,价格待定, 三居 ,null
1099,水榭花都,http://gl.loupan.com/loupan/6183524.html,[八里街区],售完,住宅,价格待定, 一居 ,null
1100,新城国际,http://gl.loupan.com/loupan/6183545.html,[],售完,住宅,价格待定,null,null
1101,桂林大学城百花园,http://gl.loupan.com/loupan/6183544.html,[],售完,住宅,价格待定,null,null
1102,兴盛前城,http://gl.loupan.com/loupan/6183535.html,[],售完,住宅,价格待定, 一居  ，  二居  ，  三居 ,null
1103,袭汇旺角名门,http://gl.loupan.com/loupan/6183520.html,[],售完,住宅,价格待定,null,null
1104,兴安文化新城,http://gl.loupan.com/loupan/6183492.html,[],售完,住宅,价格待定,null,null
1105,苏桥东街,http://gl.loupan.com/loupan/6183435.html,[],售完,住宅,1880, 二居  ，  三居 ,null
1106,欧亚西城国际,http://gl.loupan.com/loupan/6183479.html,[],售完,住宅,2200,null,null
1107,碧水湾公馆,http://gl.loupan.com/loupan/6183495.html,[],售完,住宅,2300,null,null
1108,东方御景,http://gl.loupan.com/loupan/6183534.html,[],售完,住宅,2700, 三居 ,null
1109,灵湘半岛,http://gl.loupan.com/loupan/6183540.html,[],售完,住宅,3000,null,null
1110,宏鑫锦江国际,http://gl.loupan.com/loupan/6183525.html,[],售完,住宅,3200,null,null
1111,开元漓江上城,http://gl.loupan.com/loupan/6183453.html,[],售完,住宅,3300,null,null
1112,坤龙绿源雅居,http://gl.loupan.com/loupan/6183507.html,[],售完,住宅,3400,null,null
1113,江上御都,http://gl.loupan.com/loupan/6183546.html,[八里街区],售完,住宅,3666,null,null
1114,新都尚品,http://gl.loupan.com/loupan/6183526.html,[],售完,住宅,3700, 二居  ，  三居 ,null
1115,意隆景苑,http://gl.loupan.com/loupan/7075423.html,[八里街区],现房售完,住宅,3700, 二居 , 面积：64.25-64.25平米 
1116,康馨里居,http://gl.loupan.com/loupan/6183497.html,[],售完,住宅,3700, 一居  ，  二居  ，  三居 ,null
1117,顺鸿一品尚城,http://gl.loupan.com/loupan/6183486.html,[],售完,住宅,3765,null,null
1118,金汇嘉园,http://gl.loupan.com/loupan/6183455.html,[临桂区],售完,住宅,3800,null,null
1119,盛达桃源里畔,http://gl.loupan.com/loupan/6183522.html,[八里街区],售完,住宅,3800,null,null
1120,顺福国际花城,http://gl.loupan.com/loupan/6183502.html,[],售完,住宅,3800,null,null
1121,盈海花园,http://gl.loupan.com/loupan/7075446.html,[临桂区],现房售完,住宅,3800, 一居  ，  二居  ，  三居 , 面积：29.61-136.59平米 
1122,都市心语,http://gl.loupan.com/loupan/6183460.html,[],售完,住宅,3800,null,null
1123,袭汇果岭春天,http://gl.loupan.com/loupan/6183425.html,[临桂区],售完,住宅,3900,null,null
1124,大龙西城新天地,http://gl.loupan.com/loupan/6183465.html,[临桂区],售完,住宅,3900,null,null
1125,锦豪·迪亚小城,http://gl.loupan.com/loupan/7075483.html,[七星区],现房在售,住宅,6600,null,null
1126,鹏程金色城市,http://gl.loupan.com/loupan/7075456.html,[八里街区],现房在售,住宅,4988, 一居  ，  二居  ，  三居 , 面积：73.44-129.94平米 
1127,信昌棠棣之华,http://gl.loupan.com/loupan/7031349.html,[七星区],在售,住宅,9500, 一居  ，  二居  ，  三居 , 面积：34.32-142.05平米 
1128,双悦SOHO,http://gl.loupan.com/loupan/7075472.html,[八里街区],现房在售,住宅,5300, 二居  ，  三居  ，  四居 , 面积：85-131.8平米 
1129,三元极第,http://gl.loupan.com/loupan/6183470.html,[八里街区],在售,住宅,4500, 一居  ，  二居  ，  三居 , 面积：115-127.27平米 
1130,雅云尚城,http://gl.loupan.com/loupan/7030701.html,[八里街区],现房在售,住宅,5000, 三居  ，  四居 , 面积：84.85-124.60平米 
1131,瑞锦欣城,http://gl.loupan.com/loupan/7030735.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：87-157平米 
1132,瑞锦国际商贸城·浙商大酒店,http://gl.loupan.com/loupan/7078639.html,[大桂林],在售,住宅,7000, 一居  ，  二居 , 面积：42-89平米 
1133,桂林恒大广场,http://gl.loupan.com/loupan/7075409.html,[叠彩区],现房在售,住宅,7100, 三居  ，  四居 , 面积：186.29-276.63平米 
1134,天骄·紫东新城,http://gl.loupan.com/loupan/7080082.html,[大桂林],在售,住宅,4800, 二居  ，  三居  ，  四居 , 面积：89.07-143.07平米 
1135,三祺·澜湖国际,http://gl.loupan.com/loupan/7075424.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：92.83-185.79平米 
1136,耀辉·美好家园,http://gl.loupan.com/loupan/6183428.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：60.55-263.84平米 
1137,安厦·麒麟湾畔,http://gl.loupan.com/loupan/7077329.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：83.06-367.76平米 
1138,花样年·麓湖国际社区,http://gl.loupan.com/loupan/6183443.html,[临桂区],在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：79.96-135平米 
1139,慧佳城,http://gl.loupan.com/loupan/7075442.html,[临桂区],现房在售,住宅,6200, 三居  ，  四居 , 面积：91.37-136.9平米 
1140,彰泰金桥水岸,http://gl.loupan.com/loupan/7075401.html,[临桂区],现房在售,住宅,6300, 二居  ，  三居  ，  四居 , 面积：72-120平米 
1141,汇金万象新城,http://gl.loupan.com/loupan/7077130.html,[八里街区],在售,住宅,7500, 一居  ，  二居  ，  三居 , 面积：76.9-240平米 
1142,安厦漓江大美,http://gl.loupan.com/loupan/7031463.html,[象山区],在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：70.79-153.10平米 
1143,兴进·漓江郡府,http://gl.loupan.com/loupan/7031310.html,[七星区],在售,住宅,12500, 二居  ，  三居  ，  四居 , 面积：83-257平米 
1144,HAO悦国际,http://gl.loupan.com/loupan/7079596.html,[象山区],在售,住宅,8500,null, 面积：64.01-64.01平米 
1145,新裕公馆,http://gl.loupan.com/loupan/7075492.html,[七星区],现房在售,住宅,7300, 二居  ，  三居 , 面积：83.52-129平米 
1146,彰泰橘子郡,http://gl.loupan.com/loupan/7075398.html,[叠彩区],现房在售,住宅,5388, 三居  ，  四居 , 面积：89-126平米 
1147,龙光·普罗旺斯,http://gl.loupan.com/loupan/7076734.html,[象山区],在售,住宅,6500, 三居  ，  四居  ，  五居 , 面积：88.82-223.63平米 
1148,大龙湾,http://gl.loupan.com/loupan/7075464.html,[秀峰区],现房在售,住宅,11000, 三居  ，  四居 , 面积：98-140平米 
1149,汇荣·桂林桂林,http://gl.loupan.com/loupan/7076509.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：76.96-133平米 
1150,飞虎林居,http://gl.loupan.com/loupan/7032849.html,[大桂林],现房在售,住宅,5100, 一居  ，  二居  ，  三居 , 面积：43-138.9平米 
1151,飞虎林居·主题式酒店公寓,http://gl.loupan.com/loupan/6183429.html,[临桂区],现房在售,住宅,6100,null, 面积：51-51平米 
1152,桂林碧桂园,http://gl.loupan.com/loupan/7075458.html,[临桂区],现房在售,住宅,7300, 二居  ，  三居  ，  四居 , 面积：72-818平米 
1153,桂林国奥城,http://gl.loupan.com/loupan/7031337.html,[叠彩区],在售,住宅,9200, 三居  ，  四居 , 面积：89-215平米 
1154,万鑫商贸广场· 曼哈顿酒店,http://gl.loupan.com/loupan/7079991.html,[叠彩区],在售,住宅,9500,null,null
1155, 融创桂林文旅城,http://gl.loupan.com/loupan/7031322.html,[七星区],现房在售,住宅,8600, 二居  ，  三居  ，  四居 , 面积：75-138平米 
1156,彰泰峰誉,http://gl.loupan.com/loupan/7031338.html,[八里街区],现房在售,住宅,5200, 一居  ，  二居  ，  三居 , 面积：39-137平米 
1157,信和信大中华养生谷,http://gl.loupan.com/loupan/7075482.html,[临桂区],现房在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：88.5-179.06平米 
1158,彰泰桃源居,http://gl.loupan.com/loupan/7075427.html,[秀峰区],现房在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：75-141平米 
1159,星河园,http://gl.loupan.com/loupan/7075465.html,[灵川县],在售,住宅,4500, 四居 , 面积：124.56-136.86平米 
1160,精通·伊顿国际,http://gl.loupan.com/loupan/6183539.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：85.75-143.39平米 
1161,金源新城福邸嘉园,http://gl.loupan.com/loupan/6183504.html,[临桂区],在售,住宅,6400, 三居  ，  四居 , 面积：128-159平米 
1162,兴进漓江壹号,http://gl.loupan.com/loupan/7083218.html,[七星区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：87.51-259.33平米 
1163,安厦西宸源著,http://gl.loupan.com/loupan/7083317.html,[临桂区],待售,住宅,价格待定,null,null
1164,筑成时代春晓,http://gl.loupan.com/loupan/7081698.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：20.07-153.25平米 
1165,阳光书院,http://gl.loupan.com/loupan/7084019.html,[临桂区],期房在售,住宅,价格待定, 二居  ，  三居  ，  四居 , 面积：45-129.21平米 
1166,桂林大龙府,http://gl.loupan.com/loupan/7083343.html,[灵川县],期房待售,住宅,价格待定,null,null
1167,绿涛甘棠府,http://gl.loupan.com/loupan/7084871.html,[灵川县],在售,住宅,价格待定,null,null
1168,安厦世纪城,http://gl.loupan.com/loupan/7076979.html,[象山区],期房在售,住宅,价格待定,null,null
1169,碧园香槟小镇,http://gl.loupan.com/loupan/7075428.html,[临桂区],现房待售,住宅,价格待定,null, 面积：75-121平米 
1170,荣和桃花源著,http://gl.loupan.com/loupan/7081711.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：95-140平米 
1171,顺祥漓江源居,http://gl.loupan.com/loupan/7083925.html,[八里街区],期房待售,住宅,价格待定,null,null
1172,彰泰·中央城,http://gl.loupan.com/loupan/7081959.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：102-142平米 
1173,广汇汇悦城,http://gl.loupan.com/loupan/7082677.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：86-118平米 
1174,桂林国韵村,http://gl.loupan.com/loupan/7081781.html,[临桂区],期房在售,住宅,价格待定, 三居  ，  四居 , 面积：93-138平米 
1175,中森橄榄树庄园,http://gl.loupan.com/loupan/7083345.html,[临桂区],待售,住宅,价格待定, 一居  ，  二居  ，  三居 , 面积：53.8-131平米 
1176,盛丰国际,http://gl.loupan.com/loupan/7075471.html,[七星区],期房在售,住宅,价格待定, 一居 , 面积：41.43-55.97平米 
1177,阳光家园,http://gl.loupan.com/loupan/7084631.html,[秀峰区],期房待售,住宅,价格待定, 二居  ，  三居 , 面积：76.3-116.28平米 
1178,兴安碧桂园,http://gl.loupan.com/loupan/7081501.html,[大桂林],期房在售,住宅,价格待定,null,null
1179,平乐碧桂园,http://gl.loupan.com/loupan/7083186.html,[大桂林],期房在售,住宅,价格待定,null,null
1180,雍禾新城国际,http://gl.loupan.com/loupan/7083415.html,[临桂区],待售,住宅,价格待定, 二居  ，  三居 , 面积：84.66-120.34平米 
1181,溪岸枫景,http://gl.loupan.com/loupan/7082587.html,[临桂区],在售,住宅,39, 二居  ，  三居  ，  四居 , 面积：75-143平米 
1182,桂林公馆原乡墅,http://gl.loupan.com/loupan/6183505.html,[叠彩区],在售,住宅,320,null,null
1183,水印长廊,http://gl.loupan.com/loupan/6183537.html,[],在售,住宅,1300,null,null
1184,华申昭州鑫城,http://gl.loupan.com/loupan/7075407.html,[大桂林],现房在售,住宅,3000, 二居  ，  三居  ，  四居 , 面积：87.85-160.63平米 
1185,和谐康城,http://gl.loupan.com/loupan/6183515.html,[灵川县],在售,住宅,3100, 二居  ，  三居 ,null
1186,福祥西岸福邸,http://gl.loupan.com/loupan/7075497.html,[大桂林],现房在售,住宅,3100, 三居  ，  四居 , 面积：104.04-142.69平米 
1187,翠苑新城,http://gl.loupan.com/loupan/7083217.html,[临桂区],在售,住宅,3200, 二居  ，  三居 , 面积：83.46-126.12平米 
1188,万福安居小区,http://gl.loupan.com/loupan/7083224.html,[象山区],期房在售,住宅,3200, 一居  ，  二居  ，  三居 , 面积：47.89-83.16平米 
1189,体育星城三期,http://gl.loupan.com/loupan/7075480.html,[大桂林],现房在售,住宅,3200, 三居  ，  四居 , 面积：119.36-142.57平米 
1190,华盛滨江一品,http://gl.loupan.com/loupan/7075496.html,[大桂林],现房在售,住宅,3300, 三居 , 面积：117.56-119019平米 
1191,古镇庭苑,http://gl.loupan.com/loupan/6183438.html,[灵川县],在售,住宅,3300, 二居  ，  三居 ,null
1192,展卓新视界,http://gl.loupan.com/loupan/7075433.html,[大桂林],现房在售,住宅,3400, 二居  ，  三居 , 面积：92-157平米 
1193,彰泰北城1号,http://gl.loupan.com/loupan/7075430.html,[灵川县],现房在售,住宅,3500, 二居  ，  三居 , 面积：79-117平米 
1194,东方沃顿,http://gl.loupan.com/loupan/7083440.html,[临桂区],在售,住宅,3500, 三居 , 面积：123-124平米 
1195,幸福尚城,http://gl.loupan.com/loupan/7082007.html,[灵川县],在售,住宅,3500, 二居  ，  三居  ，  四居 , 面积：89-129.82平米 
1196,景业商业广场,http://gl.loupan.com/loupan/7075552.html,[大桂林],现房在售,住宅,3500, 三居 , 面积：130.46-130.46平米 
1197,财茂印象恭城,http://gl.loupan.com/loupan/7075419.html,[大桂林],现房在售,住宅,3500, 二居  ，  三居 , 面积：86.95-125.96平米 
1198,东苑国际,http://gl.loupan.com/loupan/7075463.html,[七星区],现房在售,住宅,3580, 二居  ，  三居 , 面积：83-122平米 
1199,金达雅苑,http://gl.loupan.com/loupan/7093643.html,[八里街区],在售,住宅,3584, 四居 , 面积：104.79-134.04平米 
1200,冠信幸福美地,http://gl.loupan.com/loupan/7075417.html,[临桂区],现房在售,住宅,3600, 二居  ，  三居 , 面积：87-123.02平米 
1201,恒盛商业广场,http://gl.loupan.com/loupan/7075476.html,[大桂林],现房在售,住宅,3600, 一居  ，  三居 , 面积：34.38-125.14平米 
1202,合辉聚景家苑,http://gl.loupan.com/loupan/7075436.html,[大桂林],现房在售,住宅,3600, 二居  ，  三居 , 面积：112.91113.07-119.29126.67平米 
1203,日月湖国际生态城,http://gl.loupan.com/loupan/6183496.html,[大桂林],在售,住宅,3650,null,null
1204,莱茵河畔,http://gl.loupan.com/loupan/7077109.html,[大桂林],现房在售,住宅,3700, 三居 , 面积：128.6-128.6平米 
1205,凌云雅筑,http://gl.loupan.com/loupan/7082035.html,[灵川县],在售,住宅,3700, 三居  ，  四居 , 面积：106.06-141.94平米 
1206,七星方元盛景,http://gl.loupan.com/loupan/7083296.html,[临桂区],在售,住宅,3700, 一居  ，  三居  ，  四居 , 面积：48.29-137.91平米 
1207,资江明珠,http://gl.loupan.com/loupan/7075443.html,[大桂林],现房在售,住宅,4000, 一居  ，  二居  ，  三居 , 面积：45-129.88平米 
1208,盛祥现代城,http://gl.loupan.com/loupan/6183511.html,[],在售,住宅,3700,null,null
1209,利森红郡,http://gl.loupan.com/loupan/7031475.html,[雁山区],期房在售,住宅,3790, 二居  ，  三居  ，  四居 , 面积：88.24-145.51平米 
